customer_id,churn_flag,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,phone_service,gender,senior_citizen,partner,dependents,tech_support,online_security,streaming_tv,streaming_movies,paperless_billing,num_products,last_activity_days
C00406,0,18,68.33,5970.34,One Year,Electronic Check,DSL,Yes,Male,0,Yes,Yes,Yes,No,Yes,No,No,2,4
C00407,0,40,96.87,6798.63,One Year,Credit Card,No Internet,No,Male,0,Yes,Yes,No,No,Yes,Yes,No,4,38
C00408,1,21,24.45,4410.12,Month-to-Month,Electronic Check,DSL,Yes,Male,1,No,Yes,No,No,No,No,No,1,63
C00409,0,15,95.0,7855.49,Month-to-Month,Credit Card,No Internet,Yes,Female,0,No,No,No,Yes,Yes,No,No,1,29
C00410,0,26,95.95,3658.78,Two Year,Credit Card,DSL,No,Female,1,Yes,Yes,Yes,Yes,Yes,No,Yes,1,19
C00411,1,8,45.64,4155.61,Month-to-Month,Credit Card,Fiber Optic,No,Female,1,No,Yes,No,Yes,Yes,No,No,3,29
C00412,1,42,61.66,7914.82,Two Year,Credit Card,DSL,Yes,Female,1,Yes,No,No,Yes,No,No,No,4,35
C00413,0,44,59.47,1929.23,Month-to-Month,Mailed Check,No Internet,No,Male,0,Yes,Yes,No,No,No,Yes,No,1,70
C00414,0,14,39.67,7546.11,Two Year,Electronic Check,DSL,Yes,Male,1,Yes,Yes,Yes,No,No,No,Yes,3,23
C00415,0,2,55.71,438.42,Two Year,Electronic Check,Fiber Optic,No,Female,1,No,Yes,No,Yes,No,Yes,Yes,5,46
C00416,0,37,23.99,3626.46,Two Year,Mailed Check,DSL,No,Male,1,No,Yes,Yes,Yes,No,Yes,No,2,44
C00417,0,69,45.0,653.03,Two Year,Credit Card,No Internet,Yes,Female,0,No,No,Yes,Yes,Yes,No,Yes,4,48
C00418,0,38,93.5,5860.95,One Year,Credit Card,No Internet,Yes,Female,1,No,No,No,No,Yes,No,No,4,52
C00419,1,41,45.61,4906.43,Two Year,Electronic Check,Fiber Optic,Yes,Female,1,No,Yes,Yes,No,Yes,No,Yes,5,8
C00420,1,62,93.64,5682.41,Month-to-Month,Mailed Check,No Internet,No,Female,1,Yes,Yes,No,Yes,No,Yes,Yes,4,55
C00421,1,60,67.84,3058.4,One Year,Credit Card,DSL,Yes,Male,1,Yes,No,No,Yes,Yes,Yes,No,4,66
C00422,0,14,99.19,3018.91,One Year,Credit Card,DSL,Yes,Female,0,No,Yes,No,Yes,No,Yes,Yes,4,77
C00423,0,2,71.73,458.02,Two Year,Credit Card,DSL,No,Male,0,No,No,No,Yes,Yes,No,No,4,40
C00424,0,70,22.67,2864.57,One Year,Bank Transfer,No Internet,No,Female,1,No,No,No,Yes,No,Yes,No,3,85
C00425,0,17,80.79,7441.38,Two Year,Mailed Check,DSL,Yes,Female,1,Yes,No,Yes,No,Yes,Yes,No,3,31
C00426,0,28,24.04,3095.89,Month-to-Month,Credit Card,DSL,Yes,Female,1,No,Yes,No,Yes,Yes,Yes,Yes,2,48
C00427,1,66,60.55,6667.8,Two Year,Bank Transfer,DSL,Yes,Female,1,Yes,Yes,Yes,No,No,No,Yes,4,61
C00428,0,35,103.65,6754.37,One Year,Mailed Check,Fiber Optic,Yes,Male,0,Yes,Yes,No,Yes,Yes,Yes,No,5,52
C00429,0,5,34.87,3048.61,Month-to-Month,Credit Card,No Internet,No,Female,0,No,No,No,Yes,Yes,Yes,No,1,38
C00430,0,65,55.09,5092.71,Two Year,Electronic Check,No Internet,No,Male,0,Yes,Yes,No,No,No,No,Yes,2,36
C00431,1,40,85.69,853.44,Month-to-Month,Bank Transfer,No Internet,Yes,Female,0,Yes,Yes,Yes,Yes,Yes,No,No,1,87
C00432,0,56,99.4,919.06,Month-to-Month,Bank Transfer,Fiber Optic,Yes,Female,1,No,No,Yes,No,Yes,No,Yes,1,55
C00433,0,36,80.38,484.4,One Year,Credit Card,No Internet,Yes,Female,1,Yes,Yes,Yes,No,No,Yes,Yes,4,85
C00434,0,45,43.24,4690.02,Month-to-Month,Credit Card,Fiber Optic,No,Male,0,No,Yes,Yes,Yes,No,Yes,Yes,5,13
C00435,0,23,80.71,3465.96,One Year,Bank Transfer,Fiber Optic,Yes,Female,0,Yes,Yes,No,Yes,No,Yes,No,1,37
C00436,0,47,46.71,4429.46,Month-to-Month,Electronic Check,No Internet,Yes,Female,1,No,No,No,No,No,No,No,1,47
C00437,1,31,84.66,4216.48,Two Year,Electronic Check,DSL,No,Female,1,No,Yes,Yes,No,No,Yes,Yes,2,71
C00438,0,11,105.86,2866.6,Month-to-Month,Mailed Check,DSL,No,Female,1,Yes,No,Yes,Yes,Yes,No,No,5,22
C00439,0,10,84.93,5452.04,Two Year,Credit Card,No Internet,Yes,Female,1,No,No,Yes,No,No,No,No,5,39
C00440,0,67,97.66,6092.16,Two Year,Electronic Check,No Internet,Yes,Male,1,Yes,No,No,Yes,No,Yes,Yes,1,87
C00441,1,14,20.19,215.56,Month-to-Month,Mailed Check,Fiber Optic,No,Male,0,Yes,Yes,Yes,No,Yes,Yes,Yes,5,58
C00442,0,10,84.58,1737.21,Two Year,Electronic Check,No Internet,Yes,Female,0,No,Yes,Yes,Yes,Yes,Yes,No,2,30
C00443,0,1,94.66,5734.56,Month-to-Month,Credit Card,Fiber Optic,Yes,Female,1,Yes,Yes,No,No,Yes,No,Yes,2,18
C00444,1,5,23.65,3154.3,Month-to-Month,Mailed Check,No Internet,No,Male,1,No,No,Yes,No,Yes,No,No,2,18
C00445,1,20,98.44,5333.62,Two Year,Mailed Check,DSL,No,Female,0,Yes,No,No,Yes,Yes,Yes,Yes,4,74
C00446,1,8,43.1,2841.01,Two Year,Mailed Check,DSL,No,Male,1,Yes,Yes,No,No,No,No,Yes,1,39
C00447,1,43,79.88,3186.97,One Year,Electronic Check,No Internet,Yes,Female,0,No,No,No,No,Yes,Yes,No,5,26
C00448,0,1,92.03,1353.56,Two Year,Credit Card,Fiber Optic,No,Female,0,Yes,Yes,No,No,No,Yes,No,2,71
C00449,0,57,79.64,2140.03,One Year,Mailed Check,DSL,No,Male,0,Yes,Yes,No,No,Yes,Yes,No,1,7
C00450,1,64,28.31,4882.75,Two Year,Bank Transfer,Fiber Optic,Yes,Female,0,Yes,Yes,Yes,No,No,No,No,1,69
C00451,0,28,73.67,3521.99,Month-to-Month,Credit Card,No Internet,Yes,Male,1,Yes,Yes,Yes,No,Yes,No,No,4,65
C00452,0,37,69.46,6216.99,Two Year,Bank Transfer,No Internet,No,Male,1,Yes,Yes,No,No,No,Yes,Yes,5,46
C00453,1,47,101.03,6835.42,Month-to-Month,Bank Transfer,DSL,No,Male,0,Yes,Yes,No,Yes,No,Yes,Yes,5,18
C00454,0,37,56.38,4379.01,Month-to-Month,Mailed Check,No Internet,Yes,Female,1,Yes,Yes,Yes,No,No,No,No,2,13
C00455,0,49,48.9,6090.31,Month-to-Month,Mailed Check,DSL,Yes,Male,1,Yes,No,Yes,No,No,Yes,Yes,2,25
C00456,0,44,87.49,2524.55,One Year,Electronic Check,Fiber Optic,No,Male,1,No,Yes,No,Yes,No,No,No,1,8
C00457,0,56,57.14,3378.27,Two Year,Electronic Check,DSL,No,Female,1,Yes,No,Yes,No,No,Yes,Yes,5,74
C00458,0,28,78.15,5730.94,Month-to-Month,Electronic Check,DSL,Yes,Female,0,Yes,No,Yes,No,No,No,Yes,5,32
C00459,0,6,78.18,3151.07,Month-to-Month,Credit Card,Fiber Optic,No,Female,1,No,Yes,No,Yes,No,Yes,No,2,17
C00460,0,61,99.92,4749.19,One Year,Electronic Check,DSL,Yes,Female,0,No,No,Yes,No,No,No,No,3,79
C00461,0,20,73.88,1564.44,Two Year,Bank Transfer,DSL,No,Female,0,No,No,Yes,No,No,Yes,No,1,79
C00462,1,2,65.19,4838.19,Two Year,Electronic Check,No Internet,Yes,Female,1,Yes,No,Yes,Yes,Yes,No,Yes,5,48
C00463,0,37,32.5,6905.96,One Year,Mailed Check,Fiber Optic,Yes,Male,0,No,Yes,Yes,Yes,No,No,No,4,63
C00464,1,20,30.42,6962.25,One Year,Electronic Check,DSL,No,Female,1,No,Yes,No,No,No,No,No,4,40
C00465,0,26,33.89,5822.32,Two Year,Credit Card,Fiber Optic,No,Male,1,Yes,Yes,Yes,No,Yes,No,No,3,84
C00466,0,29,35.47,5991.45,One Year,Credit Card,Fiber Optic,Yes,Female,0,Yes,Yes,No,Yes,No,Yes,No,2,15
C00467,1,1,77.41,4507.63,Two Year,Bank Transfer,DSL,No,Male,1,No,Yes,Yes,No,No,No,No,2,6
C00468,0,35,86.69,4718.88,Two Year,Credit Card,No Internet,No,Male,0,No,No,No,Yes,Yes,No,No,2,63
C00469,1,70,67.7,1155.84,Month-to-Month,Electronic Check,Fiber Optic,No,Female,0,Yes,No,No,Yes,Yes,Yes,Yes,4,8
C00470,0,59,94.61,3606.49,Month-to-Month,Mailed Check,DSL,Yes,Female,1,Yes,Yes,Yes,Yes,No,No,Yes,2,32
C00471,1,69,109.21,3661.13,Two Year,Credit Card,Fiber Optic,No,Male,1,Yes,No,No,No,Yes,Yes,Yes,4,45
C00472,0,33,93.8,7672.13,Two Year,Bank Transfer,No Internet,No,Female,1,Yes,No,No,Yes,No,No,Yes,3,52
C00473,1,51,82.54,3505.59,Two Year,Electronic Check,No Internet,Yes,Female,0,Yes,No,No,Yes,No,No,No,1,79
C00474,0,12,67.92,4439.81,Two Year,Bank Transfer,No Internet,No,Male,1,No,No,No,Yes,No,No,No,5,82
C00475,1,20,60.4,4312.69,Two Year,Credit Card,DSL,No,Male,0,Yes,Yes,No,No,Yes,No,Yes,3,13
C00476,0,53,27.6,5130.42,Two Year,Credit Card,DSL,Yes,Male,0,Yes,Yes,Yes,No,No,No,Yes,4,24
C00477,0,43,55.94,6011.04,One Year,Bank Transfer,No Internet,Yes,Female,1,Yes,Yes,No,No,No,No,Yes,3,40
C00478,1,50,101.91,1877.83,Two Year,Electronic Check,DSL,No,Female,1,Yes,No,No,Yes,Yes,Yes,No,5,14
C00479,0,29,92.72,4276.92,One Year,Credit Card,No Internet,No,Female,1,Yes,No,Yes,No,No,Yes,No,1,75
C00480,0,57,39.44,6624.75,One Year,Mailed Check,DSL,Yes,Female,0,No,Yes,Yes,No,No,No,No,5,70
C00481,0,39,61.99,3758.61,Two Year,Credit Card,No Internet,Yes,Male,1,Yes,Yes,No,Yes,No,No,Yes,4,62
C00482,0,56,93.51,2299.81,Two Year,Electronic Check,Fiber Optic,No,Female,0,No,No,Yes,Yes,No,Yes,Yes,5,89
C00483,0,43,26.06,5272.2,One Year,Credit Card,No Internet,No,Male,1,Yes,Yes,Yes,No,No,Yes,Yes,3,61
C00484,0,50,54.87,6607.76,One Year,Bank Transfer,No Internet,No,Female,1,No,Yes,Yes,No,No,No,Yes,2,1
C00485,1,23,96.67,598.81,Two Year,Credit Card,DSL,Yes,Female,0,No,No,Yes,Yes,Yes,No,Yes,3,89
C00486,0,44,56.35,6236.64,Two Year,Credit Card,DSL,No,Male,0,Yes,No,Yes,No,No,No,No,4,66
C00487,0,38,26.99,6591.02,One Year,Electronic Check,DSL,Yes,Female,1,Yes,Yes,Yes,Yes,No,No,No,1,32
C00488,1,23,68.83,3746.03,One Year,Bank Transfer,DSL,Yes,Female,1,Yes,No,No,Yes,Yes,No,No,5,13
C00489,1,45,97.56,7868.11,One Year,Electronic Check,DSL,Yes,Male,1,Yes,Yes,No,No,No,No,No,1,33
C00490,0,52,73.13,6315.0,Month-to-Month,Credit Card,DSL,No,Female,1,Yes,No,Yes,No,No,Yes,No,4,32
C00491,0,50,40.37,6211.93,One Year,Mailed Check,Fiber Optic,No,Male,1,No,No,Yes,No,Yes,No,Yes,5,56
C00492,0,8,54.58,6007.92,Month-to-Month,Credit Card,No Internet,No,Male,0,Yes,Yes,No,No,Yes,No,No,3,24
C00493,0,1,60.51,1289.8,Two Year,Electronic Check,No Internet,Yes,Male,0,Yes,No,Yes,Yes,Yes,Yes,Yes,3,4
C00494,0,8,72.13,1816.12,Two Year,Mailed Check,No Internet,No,Male,0,No,Yes,No,No,Yes,Yes,No,4,88
C00495,0,29,88.34,3765.52,One Year,Electronic Check,Fiber Optic,Yes,Female,0,Yes,No,Yes,No,Yes,Yes,Yes,5,23
C00496,0,5,28.9,2185.63,Two Year,Electronic Check,No Internet,Yes,Female,1,No,Yes,No,No,Yes,Yes,Yes,3,29
C00497,0,47,100.07,3380.4,Two Year,Bank Transfer,Fiber Optic,Yes,Female,0,Yes,No,No,Yes,Yes,No,Yes,4,21
C00498,1,34,21.11,7118.87,Two Year,Mailed Check,Fiber Optic,Yes,Male,0,No,No,Yes,No,No,Yes,Yes,4,30
C00499,1,65,53.3,6612.18,Two Year,Credit Card,Fiber Optic,Yes,Female,0,Yes,Yes,Yes,No,No,Yes,Yes,1,20
C00500,0,55,22.47,5077.32,Month-to-Month,Electronic Check,No Internet,Yes,Female,1,No,No,Yes,Yes,No,No,Yes,3,16
C00501,0,43,55.37,6879.15,Month-to-Month,Credit Card,Fiber Optic,No,Female,0,No,Yes,Yes,Yes,Yes,Yes,No,5,67
C00502,0,30,67.32,6291.8,One Year,Bank Transfer,No Internet,Yes,Female,1,Yes,No,No,Yes,No,Yes,Yes,3,49
C00503,1,17,66.05,3488.98,One Year,Bank Transfer,No Internet,No,Male,0,Yes,No,Yes,Yes,Yes,No,Yes,3,58
C00504,0,26,34.91,1688.41,One Year,Mailed Check,DSL,Yes,Male,1,Yes,Yes,No,Yes,No,No,No,3,44
C00505,0,8,78.12,4162.19,Two Year,Bank Transfer,DSL,No,Female,0,No,No,Yes,No,No,No,Yes,4,25
C00506,1,47,24.03,5916.21,Two Year,Bank Transfer,Fiber Optic,No,Male,1,No,No,No,Yes,No,No,No,2,23
C00507,1,46,88.57,3547.71,Month-to-Month,Credit Card,Fiber Optic,No,Female,0,No,Yes,Yes,Yes,No,No,No,2,59
C00508,1,68,105.2,5367.5,Month-to-Month,Bank Transfer,No Internet,No,Female,1,Yes,No,Yes,Yes,Yes,No,Yes,1,1
C00509,0,33,50.58,845.19,One Year,Bank Transfer,Fiber Optic,Yes,Female,1,Yes,Yes,No,Yes,Yes,No,Yes,3,15
C00510,0,1,66.55,6009.24,Month-to-Month,Electronic Check,Fiber Optic,Yes,Male,0,No,Yes,Yes,Yes,No,Yes,No,2,81
C00511,0,19,54.1,6520.44,Month-to-Month,Bank Transfer,No Internet,Yes,Female,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,81
C00512,1,31,20.6,5684.02,Month-to-Month,Electronic Check,Fiber Optic,Yes,Male,1,No,No,Yes,Yes,Yes,No,No,4,52
C00513,1,14,54.73,7741.38,Month-to-Month,Bank Transfer,Fiber Optic,No,Male,0,Yes,No,Yes,Yes,No,Yes,Yes,3,58
C00514,0,53,91.25,6630.55,Month-to-Month,Bank Transfer,No Internet,No,Female,0,Yes,Yes,Yes,No,Yes,No,No,5,41
C00515,0,48,73.64,7234.44,One Year,Mailed Check,No Internet,No,Male,1,No,No,No,No,Yes,Yes,Yes,4,44
C00516,0,69,29.11,7475.21,One Year,Mailed Check,DSL,Yes,Male,0,Yes,Yes,Yes,No,Yes,No,Yes,1,4
C00517,1,62,96.24,6430.65,Month-to-Month,Electronic Check,No Internet,No,Female,0,Yes,No,No,Yes,Yes,Yes,No,4,77
C00518,1,66,67.8,5426.64,One Year,Bank Transfer,DSL,Yes,Male,0,Yes,Yes,Yes,Yes,No,No,No,5,68
C00519,0,64,95.76,145.18,Two Year,Credit Card,Fiber Optic,No,Male,1,Yes,Yes,Yes,Yes,No,Yes,No,4,7
C00520,0,70,72.22,3780.02,Month-to-Month,Mailed Check,No Internet,No,Female,1,Yes,No,No,No,Yes,No,No,1,46
C00521,0,63,70.37,4612.18,Two Year,Credit Card,No Internet,No,Female,1,No,Yes,No,Yes,No,Yes,Yes,5,9
C00522,1,33,29.47,2501.84,One Year,Mailed Check,No Internet,No,Male,1,Yes,Yes,No,Yes,No,Yes,No,5,87
C00523,1,41,35.06,2613.03,One Year,Mailed Check,Fiber Optic,No,Female,1,No,No,No,Yes,No,No,No,4,33
C00524,1,48,107.48,7693.16,Two Year,Bank Transfer,DSL,Yes,Female,1,Yes,Yes,No,No,Yes,Yes,Yes,5,33
C00525,0,13,40.56,7144.52,One Year,Mailed Check,Fiber Optic,No,Male,1,Yes,Yes,Yes,No,Yes,Yes,Yes,4,84
C00526,0,31,107.97,6808.51,Month-to-Month,Credit Card,Fiber Optic,Yes,Male,0,No,No,No,Yes,No,Yes,No,3,4
C00527,0,68,67.87,3307.49,Two Year,Mailed Check,No Internet,Yes,Female,1,No,Yes,No,No,No,Yes,Yes,5,65
C00528,0,4,32.22,208.22,Month-to-Month,Electronic Check,DSL,Yes,Male,1,Yes,Yes,Yes,Yes,Yes,Yes,No,4,34
C00529,1,19,28.94,733.76,Two Year,Bank Transfer,Fiber Optic,Yes,Female,0,Yes,Yes,Yes,Yes,No,No,Yes,3,85
C00530,1,70,38.8,2566.35,One Year,Bank Transfer,No Internet,Yes,Female,0,No,Yes,No,No,Yes,No,No,5,88
C00531,1,13,103.31,224.37,Two Year,Electronic Check,Fiber Optic,Yes,Male,0,No,Yes,No,No,No,Yes,Yes,3,79
C00532,1,23,57.27,235.48,Two Year,Electronic Check,Fiber Optic,Yes,Male,1,No,Yes,No,No,Yes,No,No,5,64
C00533,0,1,55.59,7341.17,Month-to-Month,Electronic Check,No Internet,Yes,Female,0,No,Yes,Yes,No,Yes,Yes,No,1,25
C00534,1,54,48.19,5678.65,One Year,Mailed Check,No Internet,No,Female,1,Yes,Yes,No,Yes,Yes,No,Yes,1,55
C00535,1,71,33.24,2540.75,Month-to-Month,Bank Transfer,DSL,No,Female,1,Yes,No,Yes,Yes,Yes,Yes,Yes,4,9
C00536,1,15,63.91,1147.89,One Year,Electronic Check,Fiber Optic,Yes,Female,1,Yes,Yes,Yes,No,No,Yes,No,2,17
C00537,0,65,31.7,4141.92,Month-to-Month,Mailed Check,No Internet,Yes,Male,0,Yes,Yes,Yes,No,Yes,Yes,No,1,21
C00538,0,71,95.19,142.23,Two Year,Electronic Check,No Internet,Yes,Female,0,Yes,No,Yes,Yes,No,Yes,Yes,2,60
C00539,0,15,53.34,7513.47,Month-to-Month,Credit Card,DSL,No,Male,1,No,Yes,No,Yes,Yes,No,Yes,3,13
C00540,1,21,53.73,3377.04,One Year,Credit Card,DSL,No,Male,1,No,Yes,Yes,Yes,Yes,No,Yes,3,3
C00541,0,19,62.66,3278.45,One Year,Bank Transfer,No Internet,Yes,Female,1,No,Yes,Yes,Yes,No,No,Yes,2,68
C00542,0,60,59.97,3185.69,Two Year,Mailed Check,DSL,Yes,Male,0,Yes,Yes,No,No,No,Yes,Yes,4,4
C00543,0,33,109.54,647.69,One Year,Credit Card,No Internet,No,Male,1,No,Yes,Yes,No,No,No,Yes,5,7
C00544,0,49,69.08,5142.75,Month-to-Month,Credit Card,Fiber Optic,No,Female,0,Yes,Yes,No,No,Yes,No,Yes,2,26
C00545,0,35,27.94,5890.73,Two Year,Mailed Check,DSL,Yes,Male,1,Yes,No,Yes,Yes,Yes,Yes,Yes,2,75
C00546,0,44,74.62,5441.39,One Year,Electronic Check,Fiber Optic,Yes,Male,0,Yes,No,No,Yes,No,Yes,Yes,2,24
C00547,0,11,33.64,1193.64,One Year,Mailed Check,Fiber Optic,Yes,Female,1,No,No,Yes,No,Yes,Yes,No,2,10
C00548,0,66,22.78,4672.84,Month-to-Month,Electronic Check,Fiber Optic,Yes,Female,0,Yes,No,Yes,No,No,No,Yes,2,13
C00549,1,46,107.37,4598.93,Month-to-Month,Credit Card,No Internet,No,Female,0,Yes,No,No,No,Yes,No,Yes,4,44
C00550,0,9,89.62,6960.45,Two Year,Credit Card,Fiber Optic,No,Female,0,No,Yes,Yes,Yes,Yes,Yes,No,1,39
C00551,1,3,108.21,3095.11,One Year,Credit Card,Fiber Optic,Yes,Female,0,Yes,Yes,Yes,No,Yes,No,No,5,19
C00552,0,26,63.01,3034.74,Month-to-Month,Bank Transfer,Fiber Optic,Yes,Female,0,No,Yes,No,Yes,No,Yes,No,1,51
C00553,0,48,67.9,4986.36,Two Year,Bank Transfer,No Internet,Yes,Female,0,Yes,Yes,Yes,No,Yes,No,No,2,19
C00554,1,66,35.15,5101.27,One Year,Bank Transfer,Fiber Optic,No,Male,1,No,Yes,Yes,No,No,Yes,No,1,76
C00555,0,70,42.22,3807.35,One Year,Mailed Check,Fiber Optic,Yes,Male,1,Yes,No,No,No,No,No,No,4,52
C00556,0,28,95.47,3600.17,Two Year,Credit Card,DSL,Yes,Female,1,Yes,No,No,Yes,Yes,No,Yes,3,86
C00557,0,26,52.06,4003.77,Two Year,Credit Card,No Internet,Yes,Male,1,No,Yes,No,Yes,No,No,No,1,47
C00558,1,25,94.41,6902.26,Month-to-Month,Mailed Check,Fiber Optic,No,Male,0,Yes,Yes,No,Yes,No,Yes,No,5,30
C00559,0,12,83.81,3743.22,One Year,Bank Transfer,DSL,Yes,Female,1,No,Yes,No,Yes,Yes,Yes,No,4,46
C00560,0,5,35.95,7525.46,One Year,Mailed Check,No Internet,No,Male,0,Yes,No,Yes,Yes,No,Yes,Yes,3,76
C00561,0,48,65.67,4081.63,One Year,Bank Transfer,No Internet,Yes,Female,0,No,No,No,Yes,No,No,No,4,21
C00562,0,37,80.96,7598.69,Two Year,Credit Card,No Internet,Yes,Male,0,Yes,Yes,Yes,No,Yes,Yes,Yes,2,75
C00563,0,44,41.15,6679.37,Month-to-Month,Electronic Check,No Internet,Yes,Female,1,Yes,No,No,Yes,Yes,No,No,3,48
C00564,0,15,94.76,2963.21,One Year,Bank Transfer,No Internet,No,Male,0,Yes,Yes,Yes,No,Yes,Yes,No,5,62
C00565,0,43,69.03,6922.77,Two Year,Credit Card,No Internet,Yes,Male,1,No,No,Yes,Yes,No,Yes,Yes,3,58
C00566,0,48,34.87,969.5,One Year,Credit Card,Fiber Optic,Yes,Male,1,No,No,No,No,No,No,Yes,5,18
C00567,0,70,72.47,7407.87,Month-to-Month,Electronic Check,Fiber Optic,No,Female,1,No,Yes,Yes,No,Yes,No,No,2,59
C00568,1,46,109.97,5089.98,One Year,Credit Card,Fiber Optic,No,Male,1,No,No,Yes,Yes,No,Yes,Yes,5,48
C00569,0,43,33.55,529.69,Month-to-Month,Credit Card,Fiber Optic,No,Male,1,No,No,No,No,Yes,Yes,Yes,4,63
C00570,0,21,93.51,5189.63,Month-to-Month,Bank Transfer,DSL,Yes,Female,0,Yes,Yes,No,Yes,Yes,No,No,1,12
C00571,1,23,38.66,7796.56,One Year,Bank Transfer,Fiber Optic,No,Female,0,Yes,No,No,Yes,Yes,No,No,4,87
C00572,0,47,90.41,651.43,One Year,Electronic Check,No Internet,Yes,Male,1,Yes,Yes,No,Yes,No,Yes,No,4,34
C00573,0,15,86.11,4482.03,Month-to-Month,Electronic Check,Fiber Optic,No,Male,0,Yes,No,Yes,Yes,No,No,Yes,3,61
C00574,1,25,47.04,6007.58,Two Year,Credit Card,Fiber Optic,No,Male,1,Yes,Yes,Yes,No,Yes,Yes,No,2,87
C00575,1,36,49.32,6501.04,Month-to-Month,Bank Transfer,No Internet,No,Male,0,No,Yes,Yes,Yes,Yes,Yes,No,1,53
C00576,0,51,91.33,3369.24,One Year,Electronic Check,Fiber Optic,Yes,Female,0,Yes,No,Yes,No,No,Yes,Yes,5,25
C00577,1,15,61.53,1712.92,One Year,Electronic Check,Fiber Optic,Yes,Male,0,No,No,Yes,No,Yes,No,Yes,3,62
C00578,0,68,85.77,434.5,Two Year,Mailed Check,Fiber Optic,Yes,Male,0,Yes,Yes,Yes,No,No,Yes,No,2,4
C00579,0,21,33.32,4679.84,Month-to-Month,Electronic Check,DSL,Yes,Female,0,No,No,No,Yes,Yes,Yes,Yes,1,13
C00580,0,13,96.73,3678.0,Month-to-Month,Credit Card,Fiber Optic,Yes,Male,0,No,No,Yes,No,Yes,No,No,4,42
C00581,1,19,83.98,7595.08,Month-to-Month,Bank Transfer,No Internet,Yes,Male,0,No,No,Yes,Yes,No,No,Yes,2,49
C00582,0,34,101.62,578.78,One Year,Electronic Check,No Internet,Yes,Male,0,Yes,Yes,Yes,No,No,No,No,2,78
C00583,0,68,31.91,5514.62,Month-to-Month,Mailed Check,Fiber Optic,Yes,Female,0,Yes,Yes,No,Yes,No,Yes,Yes,2,56
C00584,0,52,73.37,297.23,Two Year,Bank Transfer,Fiber Optic,Yes,Female,0,Yes,Yes,No,Yes,No,No,Yes,4,47
C00585,0,27,73.92,1454.33,One Year,Electronic Check,Fiber Optic,No,Male,0,Yes,No,No,Yes,No,No,Yes,5,8
C00586,0,29,51.81,3683.27,One Year,Mailed Check,No Internet,No,Male,0,No,No,No,Yes,Yes,Yes,Yes,3,55
C00587,0,28,61.26,3693.49,Month-to-Month,Electronic Check,No Internet,Yes,Female,0,No,Yes,Yes,No,Yes,Yes,No,5,88
C00588,0,35,23.42,5517.03,Two Year,Bank Transfer,DSL,Yes,Male,1,No,Yes,Yes,No,No,Yes,Yes,1,18
C00589,0,8,87.13,7290.68,One Year,Bank Transfer,DSL,Yes,Male,0,No,No,Yes,Yes,No,Yes,No,3,35
C00590,0,16,69.44,5148.35,One Year,Bank Transfer,DSL,Yes,Female,0,Yes,No,No,No,Yes,No,Yes,1,89
C00591,0,36,25.2,7632.93,Month-to-Month,Credit Card,No Internet,No,Female,0,No,No,Yes,Yes,Yes,Yes,Yes,4,81
C00592,0,30,81.27,7064.76,Month-to-Month,Electronic Check,DSL,No,Female,0,Yes,No,Yes,Yes,No,No,No,5,32
C00593,0,18,62.01,4717.55,Two Year,Credit Card,Fiber Optic,Yes,Male,0,No,Yes,Yes,No,No,Yes,Yes,2,24
C00594,1,2,23.1,6686.96,Month-to-Month,Bank Transfer,Fiber Optic,No,Male,0,No,No,No,Yes,Yes,Yes,Yes,3,7
C00595,0,49,107.26,5176.36,Two Year,Mailed Check,No Internet,No,Male,1,No,No,No,Yes,No,No,No,2,13
C00596,0,4,105.42,720.61,One Year,Electronic Check,DSL,Yes,Male,1,Yes,Yes,No,Yes,Yes,No,Yes,1,69
C00597,0,7,66.16,5950.46,Two Year,Credit Card,Fiber Optic,Yes,Female,1,Yes,Yes,Yes,Yes,Yes,No,No,2,42
C00598,0,39,28.43,849.78,Two Year,Electronic Check,No Internet,Yes,Male,0,No,No,Yes,Yes,No,Yes,Yes,2,31
C00599,0,13,87.92,4793.25,Two Year,Mailed Check,DSL,Yes,Male,0,No,Yes,Yes,No,Yes,Yes,Yes,4,74
C00600,0,31,64.27,5650.86,One Year,Credit Card,Fiber Optic,No,Female,0,No,No,Yes,No,Yes,No,Yes,4,26
C00601,0,71,47.22,625.57,Month-to-Month,Bank Transfer,DSL,Yes,Female,1,Yes,No,No,No,Yes,No,No,5,86
C00602,0,63,64.23,1923.28,One Year,Credit Card,No Internet,No,Male,0,Yes,Yes,Yes,Yes,No,Yes,Yes,1,76
C00603,0,56,67.02,7333.81,Month-to-Month,Electronic Check,DSL,Yes,Female,0,Yes,Yes,No,Yes,Yes,No,Yes,4,32
C00604,0,42,70.64,4968.88,Two Year,Electronic Check,No Internet,No,Female,1,No,No,Yes,Yes,No,No,Yes,4,52
C00605,0,61,59.71,2045.66,Two Year,Electronic Check,DSL,Yes,Male,1,Yes,Yes,No,Yes,Yes,Yes,Yes,5,20
C00606,0,42,74.52,5556.37,Two Year,Electronic Check,Fiber Optic,Yes,Male,0,No,No,Yes,Yes,Yes,No,Yes,3,40
C00607,0,56,102.69,4814.53,Two Year,Bank Transfer,No Internet,No,Male,0,Yes,No,Yes,Yes,Yes,Yes,Yes,5,59
